captured_at,chart,period_start,period_end,weeks_on_chart,rank,last_week_rank,is_new_entry,song_no,title,artist,release_date
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,10,-,10,0,75565,夢中的情話,"江蕙, 阿杜",
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,11,-,11,0,76150,愛情限時批,"伍佰, 萬芳",
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,12,-,12,0,76176,愛到無命不知驚,王識賢,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,13,↑,15,0,71599,心裡有針,蕭煌奇,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,14,↓,13,0,75668,傷心酒店,"施文彬, 江蕙",
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,15,↑,16,0,16894,伊的身邊已經有別人 2023,"許富凱, 血肉果汁機",
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,16,↓,14,0,77257,落雨聲,江蕙,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,17,-,17,0,73640,作陣彼一暝,阿吉仔,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,18,-,18,0,16743,我喜歡你,芒果醬 Mango Jump,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,19,↑,21,0,72710,上水的花,蕭煌奇,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,20,-,20,0,75951,無字的情批,黃乙玲,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,21,↓,19,0,76058,追追追,黃妃,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,22,新進,,1,70116,練舞功,謝金燕,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,23,-,23,0,76124,家後,江蕙,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,24,↓,22,0,72711,心花開,李千娜,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,25,↓,24,0,77102,海波浪,黃乙玲,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,26,-,26,0,77226,愛甲超過,向蕙玲,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,27,↑,28,0,76419,含淚跳恰恰,謝金燕,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,28,↓,25,0,15025,查某囡仔,李千那,
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,29,新進,,1,71724,三心兩意,"黃文星, 曾煜嘉",
2026-02-16,台語點播週榜,2026-02-03,2026-02-09,30,↓,29,0,77135,愛到才知痛,黃乙玲,
