captured_at,chart,period_start,period_end,weeks_on_chart,rank,last_week_rank,is_new_entry,song_no,title,artist,release_date
2026-04-13,國語點播週榜,2026-03-31,2026-04-06,28,新進,,1,53303,刻在我心底的名字,盧廣仲,
2026-04-13,國語點播週榜,2026-03-31,2026-04-06,29,-,29,0,44474,妥協,蔡依林,
2026-04-13,國語點播週榜,2026-03-31,2026-04-06,30,新進,,1,50122,家家酒,家家,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,1,-,1,0,17370,若無你我欲去佗位,黃奇斌,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,2,-,2,0,16112,必巡,曾瑋中,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,3,-,3,0,16821,運轉人生,邱軍,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,4,-,4,0,70292,人生的歌,黃乙玲,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,5,↑,6,0,16012,閣愛妳一擺,茄子蛋,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,6,↑,7,0,15053,浪流連,茄子蛋,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,7,↓,5,0,77833,雲中月圓,"王識賢, 孫淑媚",
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,8,↑,9,0,75565,夢中的情話,"江蕙, 阿杜",
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,9,↑,10,0,15942,愛情你比我想的閣較偉大,茄子蛋,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,10,↓,8,0,76176,愛到無命不知驚,王識賢,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,11,-,11,0,74805,浪子回頭,茄子蛋,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,12,↑,13,0,76150,愛情限時批,"伍佰, 萬芳",
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,13,↑,14,0,77257,落雨聲,江蕙,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,14,↓,12,0,16894,伊的身邊已經有別人 2023,"許富凱, 血肉果汁機",
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,15,-,15,0,71599,心裡有針,蕭煌奇,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,16,-,16,0,73640,作陣彼一暝,阿吉仔,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,17,-,17,0,16743,我喜歡你,芒果醬 Mango Jump,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,18,↑,19,0,75668,傷心酒店,"施文彬, 江蕙",
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,19,↓,18,0,75951,無字的情批,黃乙玲,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,20,-,20,0,72710,上水的花,蕭煌奇,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,21,↑,28,0,76124,家後,江蕙,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,22,↑,26,0,77226,愛甲超過,向蕙玲,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,23,↑,25,0,77102,海波浪,黃乙玲,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,24,↑,27,0,71724,三心兩意,"黃文星, 曾煜嘉",
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,25,↓,24,0,15025,查某囡仔,李千那,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,26,↓,22,0,76419,含淚跳恰恰,謝金燕,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,27,↓,21,0,76058,追追追,黃妃,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,28,↓,23,0,70116,練舞功,謝金燕,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,29,新進,,1,72711,心花開,李千娜,
2026-04-13,台語點播週榜,2026-03-31,2026-04-06,30,-,30,0,77135,愛到才知痛,黃乙玲,
