captured_at,chart,period_start,period_end,weeks_on_chart,rank,last_week_rank,is_new_entry,song_no,title,artist,release_date
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,19,↑,21,0,66834,我是真的愛上你,王傑,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,20,↓,17,0,59374,有一種遺憾叫我們,于冬然,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,21,↑,22,0,54427,從前說,小阿七,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,22,新進,,1,58745,數到十,曾沛慈,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,23,新進,,1,47284,一個人想著一個人,曾沛慈,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,24,↑,30,0,50122,家家酒,家家,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,25,↓,20,0,53726,嘉賓,張遠,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,26,↓,23,0,58163,愛情的大壞蛋,美秀集團,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,27,↑,29,0,44474,妥協,蔡依林,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,28,新進,,1,41354,失戀無罪,A-Lin,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,29,↓,24,0,53613,我很好騙,動力火車,
2026-04-20,國語點播週榜,2026-04-07,2026-04-13,30,↓,25,0,41214,楓,周杰倫,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,1,-,1,0,17370,若無你我欲去佗位,黃奇斌,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,2,-,2,0,16112,必巡,曾瑋中,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,3,-,3,0,16821,運轉人生,邱軍,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,4,-,4,0,70292,人生的歌,黃乙玲,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,5,↑,7,0,77833,雲中月圓,"王識賢, 孫淑媚",
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,6,-,6,0,15053,浪流連,茄子蛋,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,7,↓,5,0,16012,閣愛妳一擺,茄子蛋,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,8,-,8,0,75565,夢中的情話,"江蕙, 阿杜",
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,9,↑,10,0,76176,愛到無命不知驚,王識賢,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,10,↓,9,0,15942,愛情你比我想的閣較偉大,茄子蛋,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,11,-,11,0,74805,浪子回頭,茄子蛋,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,12,↑,14,0,16894,伊的身邊已經有別人 2023,"許富凱, 血肉果汁機",
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,13,↓,12,0,76150,愛情限時批,"伍佰, 萬芳",
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,14,↑,16,0,73640,作陣彼一暝,阿吉仔,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,15,↓,13,0,77257,落雨聲,江蕙,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,16,↓,15,0,71599,心裡有針,蕭煌奇,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,17,↑,19,0,75951,無字的情批,黃乙玲,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,18,-,18,0,75668,傷心酒店,"施文彬, 江蕙",
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,19,↓,17,0,16743,我喜歡你,芒果醬 Mango Jump,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,20,新進,,1,17494,紅桃姐姐,大芭 安苡葳,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,21,↑,22,0,77226,愛甲超過,向蕙玲,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,22,↓,20,0,72710,上水的花,蕭煌奇,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,23,新進,,1,77577,心狠手辣,江蕙,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,24,↑,30,0,77135,愛到才知痛,黃乙玲,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,25,↑,27,0,76058,追追追,黃妃,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,26,-,26,0,76419,含淚跳恰恰,謝金燕,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,27,↓,25,0,15025,查某囡仔,李千那,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,28,↓,21,0,76124,家後,江蕙,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,29,↓,23,0,77102,海波浪,黃乙玲,
2026-04-20,台語點播週榜,2026-04-07,2026-04-13,30,↓,24,0,71724,三心兩意,"黃文星, 曾煜嘉",
