captured_at,chart,period_start,period_end,weeks_on_chart,rank,last_week_rank,is_new_entry,song_no,title,artist,release_date
2026-07-06,國語點播週榜,2026-06-23,2026-06-29,30,↓,29,0,54427,從前說,小阿七,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,1,-,1,0,17370,若無你我欲去佗位,黃奇斌,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,2,-,2,0,16112,必巡,曾瑋中,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,3,-,3,0,16821,運轉人生,邱軍,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,4,-,4,0,70292,人生的歌,黃乙玲,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,5,-,5,0,77833,雲中月圓,"王識賢, 孫淑媚",
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,6,-,6,0,15053,浪流連,茄子蛋,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,7,-,7,0,16012,閣愛妳一擺,茄子蛋,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,8,-,8,0,76176,愛到無命不知驚,王識賢,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,9,-,9,0,74805,浪子回頭,茄子蛋,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,10,↑,11,0,75565,夢中的情話,"江蕙, 阿杜",
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,11,↓,10,0,15942,愛情你比我想的閣較偉大,茄子蛋,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,12,↑,14,0,76150,愛情限時批,"伍佰, 萬芳",
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,13,-,13,0,77257,落雨聲,江蕙,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,14,↓,12,0,71599,心裡有針,蕭煌奇,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,15,新進,,1,17536,男人嘸固定,楊紫惠,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,16,↓,15,0,16743,我喜歡你,芒果醬 Mango Jump,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,17,↓,16,0,16894,伊的身邊已經有別人 2023,"許富凱, 血肉果汁機",
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,18,-,18,0,73640,作陣彼一暝,阿吉仔,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,19,↑,21,0,75668,傷心酒店,"施文彬, 江蕙",
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,20,↓,17,0,75951,無字的情批,黃乙玲,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,21,↓,20,0,72710,上水的花,蕭煌奇,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,22,↑,24,0,77135,愛到才知痛,黃乙玲,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,23,↑,25,0,76058,追追追,黃妃,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,24,↓,19,0,73916,你講的話,江蕙,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,25,↓,23,0,77226,愛甲超過,向蕙玲,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,26,↓,22,0,76124,家後,江蕙,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,27,↑,29,0,15025,查某囡仔,李千那,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,28,新進,,1,76084,媽媽你無對我講,孫淑媚,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,29,↓,28,0,77102,海波浪,黃乙玲,
2026-07-06,台語點播週榜,2026-06-23,2026-06-29,30,-,30,0,71724,三心兩意,"黃文星, 曾昱嘉",
