captured_at,chart,period_start,period_end,weeks_on_chart,rank,last_week_rank,is_new_entry,song_no,title,artist,release_date
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,18,↓,17,0,55545,字字句句,盧盧快閉嘴,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,19,↑,20,0,52161,慢冷,梁靜茹,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,20,↑,24,0,66834,我是真的愛上你,王傑,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,21,↑,25,0,54427,從前說,小阿七,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,22,↑,29,0,53303,刻在我心底的名字,盧廣仲,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,23,-,23,0,44474,妥協,蔡依林,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,24,↓,22,0,54889,想和你看五月的晚霞,陳華 Hua Chen,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,25,↓,19,0,53726,嘉賓,張遠,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,26,-,26,0,48102,特別的人,方大同,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,27,新進,,1,53613,我很好騙,動力火車,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,28,↓,21,0,65926,十年,陳奕迅,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,29,↑,30,0,58163,愛情的大壞蛋,美秀集團,
2026-03-09,國語點播週榜,2026-02-24,2026-03-02,30,↓,28,0,41214,楓,周杰倫,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,1,-,1,0,17370,若無你我欲去佗位,黃奇斌,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,2,-,2,0,16112,必巡,曾瑋中,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,3,-,3,0,16821,運轉人生,邱軍,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,4,-,4,0,70292,人生的歌,黃乙玲,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,5,↑,8,0,77833,雲中月圓,"王識賢, 孫淑媚",
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,6,↓,5,0,15053,浪流連,茄子蛋,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,7,↑,14,0,76176,愛到無命不知驚,王識賢,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,8,↓,7,0,16012,閣愛妳一擺,茄子蛋,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,9,↓,6,0,15942,愛情你比我想的閣較偉大,茄子蛋,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,10,-,10,0,75565,夢中的情話,"江蕙, 阿杜",
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,11,↓,9,0,74805,浪子回頭,茄子蛋,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,12,↓,11,0,76150,愛情限時批,"伍佰, 萬芳",
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,13,↑,15,0,16894,伊的身邊已經有別人 2023,"許富凱, 血肉果汁機",
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,14,↓,12,0,77257,落雨聲,江蕙,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,15,↓,13,0,75668,傷心酒店,"施文彬, 江蕙",
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,16,↑,17,0,71599,心裡有針,蕭煌奇,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,17,↑,19,0,73640,作陣彼一暝,阿吉仔,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,18,-,18,0,75951,無字的情批,黃乙玲,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,19,↓,16,0,76124,家後,江蕙,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,20,↑,23,0,72710,上水的花,蕭煌奇,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,21,-,21,0,76058,追追追,黃妃,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,22,↑,24,0,16743,我喜歡你,芒果醬 Mango Jump,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,23,↓,22,0,70116,練舞功,謝金燕,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,24,↑,26,0,77226,愛甲超過,向蕙玲,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,25,↓,20,0,77102,海波浪,黃乙玲,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,26,↓,25,0,72711,心花開,李千娜,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,27,↑,30,0,77135,愛到才知痛,黃乙玲,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,28,↓,27,0,71724,三心兩意,"黃文星, 曾煜嘉",
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,29,新進,,1,15025,查某囡仔,李千那,
2026-03-09,台語點播週榜,2026-02-24,2026-03-02,30,↓,29,0,76419,含淚跳恰恰,謝金燕,
