captured_at,chart,period_start,period_end,weeks_on_chart,rank,last_week_rank,is_new_entry,song_no,title,artist,release_date
2026-01-26,國語點播週榜,2026-01-13,2026-01-19,26,↓,21,0,50122,家家酒,家家,
2026-01-26,國語點播週榜,2026-01-13,2026-01-19,27,-,27,0,58163,愛情的大壞蛋,美秀集團,
2026-01-26,國語點播週榜,2026-01-13,2026-01-19,28,↓,25,0,54427,從前說,小阿七,
2026-01-26,國語點播週榜,2026-01-13,2026-01-19,29,↓,28,0,41214,楓,周杰倫,
2026-01-26,國語點播週榜,2026-01-13,2026-01-19,30,↓,26,0,65926,十年,陳奕迅,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,1,-,1,0,17370,若無你我欲去佗位,黃奇斌,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,2,-,2,0,16112,必巡,曾瑋中,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,3,-,3,0,16821,運轉人生,邱軍,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,4,-,4,0,70292,人生的歌,黃乙玲,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,5,↑,6,0,16012,閣愛妳一擺,茄子蛋,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,6,↓,5,0,15942,愛情你比我想的閣較偉大,茄子蛋,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,7,-,7,0,15053,浪流連,茄子蛋,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,8,-,8,0,77833,雲中月圓,"王識賢, 孫淑媚",
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,9,-,9,0,74805,浪子回頭,茄子蛋,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,10,-,10,0,75565,夢中的情話,"江蕙, 阿杜",
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,11,↑,13,0,76150,愛情限時批,"伍佰, 萬芳",
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,12,↓,11,0,76176,愛到無命不知驚,王識賢,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,13,↑,15,0,77257,落雨聲,江蕙,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,14,-,14,0,71599,心裡有針,蕭煌奇,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,15,↑,16,0,73640,作陣彼一暝,阿吉仔,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,16,↓,12,0,16894,伊的身邊已經有別人 2023,"許富凱, 血肉果汁機",
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,17,-,17,0,75668,傷心酒店,"施文彬, 江蕙",
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,18,-,18,0,72710,上水的花,蕭煌奇,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,19,-,19,0,75951,無字的情批,黃乙玲,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,20,↑,22,0,76058,追追追,黃妃,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,21,↑,25,0,16743,我喜歡你,芒果醬 Mango Jump,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,22,↑,23,0,72711,心花開,李千娜,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,23,↓,21,0,15025,查某囡仔,李千那,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,24,↓,20,0,77102,海波浪,黃乙玲,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,25,↓,24,0,76124,家後,江蕙,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,26,↑,30,0,71724,三心兩意,"黃文星, 曾煜嘉",
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,27,新進,,1,77226,愛甲超過,向蕙玲,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,28,新進,,1,75823,走味的咖啡,林晏如,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,29,↓,26,0,76795,快樂鳥日子,康康,
2026-01-26,台語點播週榜,2026-01-13,2026-01-19,30,↓,28,0,77135,愛到才知痛,黃乙玲,
